context1;context2;context3;context4;context5;context6;context7;response
I wasn’tsure whether mother had calmed down.;”She lied.;Out of embarrassment, surmising perhaps that it had beenme? .;. .;Well, how about Ludwik . . .;clearly Ludwik was with her,he heard my banging, why didn’t he open the door?;I asked:“And Ludwik?;”She lied.
”She lied.;Out of embarrassment, surmising perhaps that it had beenme? .;. .;Well, how about Ludwik . . .;clearly Ludwik was with her,he heard my banging, why didn’t he open the door?;I asked:“And Ludwik?;Was he with you?”“Ludwik was in the bathroom at the time.;Out of embarrassment, surmising perhaps that it had beenme? .
Out of embarrassment, surmising perhaps that it had beenme? .;. .;Well, how about Ludwik . . .;clearly Ludwik was with her,he heard my banging, why didn’t he open the door?;I asked:“And Ludwik?;Was he with you?”“Ludwik was in the bathroom at the time.;”Ah, Ludwik is in the bathroom, she is in the room alone, I beginto bang, she doesn’t open the door—perhaps she guesses that it’sme, perhaps not—in any case she knows that whoever is banging,is banging into her.;. .
. .;Well, how about Ludwik . . .;clearly Ludwik was with her,he heard my banging, why didn’t he open the door?;I asked:“And Ludwik?;Was he with you?”“Ludwik was in the bathroom at the time.;”Ah, Ludwik is in the bathroom, she is in the room alone, I beginto bang, she doesn’t open the door—perhaps she guesses that it’sme, perhaps not—in any case she knows that whoever is banging,is banging into her.;She doesn’t open the door, she’s terri ﬁed.;Well, how about Ludwik . . .
Well, how about Ludwik . . .;clearly Ludwik was with her,he heard my banging, why didn’t he open the door?;I asked:“And Ludwik?;Was he with you?”“Ludwik was in the bathroom at the time.;”Ah, Ludwik is in the bathroom, she is in the room alone, I beginto bang, she doesn’t open the door—perhaps she guesses that it’sme, perhaps not—in any case she knows that whoever is banging,is banging into her.;She doesn’t open the door, she’s terri ﬁed.;And now she’s lying that she was the one banging!;clearly Ludwik was with her,he heard my banging, why didn’t he open the door?
clearly Ludwik was with her,he heard my banging, why didn’t he open the door?;I asked:“And Ludwik?;Was he with you?”“Ludwik was in the bathroom at the time.;”Ah, Ludwik is in the bathroom, she is in the room alone, I beginto bang, she doesn’t open the door—perhaps she guesses that it’sme, perhaps not—in any case she knows that whoever is banging,is banging into her.;She doesn’t open the door, she’s terri ﬁed.;And now she’s lying that she was the one banging!;Oh, what happiness,what triumph that my lie had banged into her lie, and we wereboth united in a lie, with my lie I was growing into her lie!Leon returned to the question:“Who hanged the cat?”He noted politely that it’s not worth preoccupying ourselveswith the noises—that’s been settled, anyway he can’t say anythingon the subject, his bridge game had ended at three in the morn-ing—but who hanged the cat, why was the cat hanged? .;I asked:“And Ludwik?
I asked:“And Ludwik?;Was he with you?”“Ludwik was in the bathroom at the time.;”Ah, Ludwik is in the bathroom, she is in the room alone, I beginto bang, she doesn’t open the door—perhaps she guesses that it’sme, perhaps not—in any case she knows that whoever is banging,is banging into her.;She doesn’t open the door, she’s terri ﬁed.;And now she’s lying that she was the one banging!;Oh, what happiness,what triumph that my lie had banged into her lie, and we wereboth united in a lie, with my lie I was growing into her lie!Leon returned to the question:“Who hanged the cat?”He noted politely that it’s not worth preoccupying ourselveswith the noises—that’s been settled, anyway he can’t say anythingon the subject, his bridge game had ended at three in the morn-ing—but who hanged the cat, why was the cat hanged? .;. .;Was he with you?”“Ludwik was in the bathroom at the time.
Was he with you?”“Ludwik was in the bathroom at the time.;”Ah, Ludwik is in the bathroom, she is in the room alone, I beginto bang, she doesn’t open the door—perhaps she guesses that it’sme, perhaps not—in any case she knows that whoever is banging,is banging into her.;She doesn’t open the door, she’s terri ﬁed.;And now she’s lying that she was the one banging!;Oh, what happiness,what triumph that my lie had banged into her lie, and we wereboth united in a lie, with my lie I was growing into her lie!Leon returned to the question:“Who hanged the cat?”He noted politely that it’s not worth preoccupying ourselveswith the noises—that’s been settled, anyway he can’t say anythingon the subject, his bridge game had ended at three in the morn-ing—but who hanged the cat, why was the cat hanged? .;. .;And heasked this with an emphasis that, aiming at no one, hung in theair: “Who hanged it?;”Ah, Ludwik is in the bathroom, she is in the room alone, I beginto bang, she doesn’t open the door—perhaps she guesses that it’sme, perhaps not—in any case she knows that whoever is banging,is banging into her.
”Ah, Ludwik is in the bathroom, she is in the room alone, I beginto bang, she doesn’t open the door—perhaps she guesses that it’sme, perhaps not—in any case she knows that whoever is banging,is banging into her.;She doesn’t open the door, she’s terri ﬁed.;And now she’s lying that she was the one banging!;Oh, what happiness,what triumph that my lie had banged into her lie, and we wereboth united in a lie, with my lie I was growing into her lie!Leon returned to the question:“Who hanged the cat?”He noted politely that it’s not worth preoccupying ourselveswith the noises—that’s been settled, anyway he can’t say anythingon the subject, his bridge game had ended at three in the morn-ing—but who hanged the cat, why was the cat hanged? .;. .;And heasked this with an emphasis that, aiming at no one, hung in theair: “Who hanged it?;I’m asking, who?”A blind stubbornness spread over his face that was crownedwith baldness.;She doesn’t open the door, she’s terri ﬁed.
She doesn’t open the door, she’s terri ﬁed.;And now she’s lying that she was the one banging!;Oh, what happiness,what triumph that my lie had banged into her lie, and we wereboth united in a lie, with my lie I was growing into her lie!Leon returned to the question:“Who hanged the cat?”He noted politely that it’s not worth preoccupying ourselveswith the noises—that’s been settled, anyway he can’t say anythingon the subject, his bridge game had ended at three in the morn-ing—but who hanged the cat, why was the cat hanged? .;. .;And heasked this with an emphasis that, aiming at no one, hung in theair: “Who hanged it?;I’m asking, who?”A blind stubbornness spread over his face that was crownedwith baldness.;“Who hanged the cat?”;And now she’s lying that she was the one banging!
And now she’s lying that she was the one banging!;Oh, what happiness,what triumph that my lie had banged into her lie, and we wereboth united in a lie, with my lie I was growing into her lie!Leon returned to the question:“Who hanged the cat?”He noted politely that it’s not worth preoccupying ourselveswith the noises—that’s been settled, anyway he can’t say anythingon the subject, his bridge game had ended at three in the morn-ing—but who hanged the cat, why was the cat hanged? .;. .;And heasked this with an emphasis that, aiming at no one, hung in theair: “Who hanged it?;I’m asking, who?”A blind stubbornness spread over his face that was crownedwith baldness.;“Who hanged the cat?”;he asked in good faith, in all fairness.;Oh, what happiness,what triumph that my lie had banged into her lie, and we wereboth united in a lie, with my lie I was growing into her lie!Leon returned to the question:“Who hanged the cat?”He noted politely that it’s not worth preoccupying ourselveswith the noises—that’s been settled, anyway he can’t say anythingon the subject, his bridge game had ended at three in the morn-ing—but who hanged the cat, why was the cat hanged? .
